product_id,path_id,step_seq,step_name,tool_group_id,run_time_hr,batch_size,visit_count,route_version
28nm_DRAM_B,default,45,ETCH_step_045,ETCH_05,0.3776,1,1,current
28nm_DRAM_B,default,46,WET_step_046,WET_04,0.4379,25,1,current
28nm_DRAM_B,default,47,METRO_step_047,METRO_02,0.3959,1,1,current
28nm_DRAM_B,default,48,DEPO_step_048,DEPO_08,0.2817,1,1,current
28nm_DRAM_B,default,49,LITHO_step_049,LITHO_03,0.5636,1,1,current
28nm_DRAM_B,default,50,ETCH_step_050,ETCH_06,0.5012,1,1,current
28nm_DRAM_B,default,51,WET_step_051,WET_04,0.5071,100,1,current
28nm_DRAM_B,default,52,METRO_step_052,METRO_02,0.3045,1,1,current
28nm_DRAM_B,default,53,IMPL_step_053,IMPL_05,0.6093,1,1,current
28nm_DRAM_B,default,54,DIFF_step_054,DIFF_02,0.2627,1,1,current
28nm_DRAM_B,default,55,CMP_step_055,CMP_03,0.477,1,1,current
28nm_DRAM_B,default,56,METRO_step_056,METRO_04,0.7717,1,1,current
28nm_DRAM_B,default,57,DEPO_step_057,DEPO_10,0.2972,1,1,current
28nm_DRAM_B,default,58,LITHO_step_058,LITHO_04,0.3375,1,1,current
28nm_DRAM_B,default,59,ETCH_step_059,ETCH_08,0.4121,1,1,current
28nm_DRAM_B,default,60,WET_step_060,WET_05,0.3439,100,1,current
28nm_DRAM_B,default,61,METRO_step_061,METRO_01,0.2512,1,1,current
28nm_DRAM_B,default,62,DEPO_step_062,DEPO_10,0.4083,1,1,current
28nm_DRAM_B,default,63,LITHO_step_063,LITHO_05,0.2908,1,1,current
28nm_DRAM_B,default,64,ETCH_step_064,ETCH_08,0.4611,1,1,current
28nm_DRAM_B,default,65,WET_step_065,WET_06,0.3036,100,1,current
28nm_DRAM_B,default,66,METRO_step_066,METRO_01,0.6368,1,1,current
28nm_DRAM_B,default,67,IMPL_step_067,IMPL_01,0.3162,25,1,current
28nm_DRAM_B,default,68,DIFF_step_068,DIFF_02,0.3632,100,1,current
28nm_DRAM_B,default,69,CMP_step_069,CMP_05,0.5106,1,1,current
28nm_DRAM_B,default,70,METRO_step_070,METRO_02,0.2765,1,1,current
28nm_DRAM_C,default,1,DEPO_step_001,DEPO_02,0.4282,100,1,current
28nm_DRAM_C,default,2,LITHO_step_002,LITHO_06,0.5921,1,1,current
28nm_DRAM_C,default,3,ETCH_step_003,ETCH_10,0.247,1,1,current
28nm_DRAM_C,default,4,WET_step_004,WET_07,0.4228,1,1,current
28nm_DRAM_C,default,5,METRO_step_005,METRO_04,0.4324,1,1,current
28nm_DRAM_C,default,6,DEPO_step_006,DEPO_03,0.5057,1,1,current
28nm_DRAM_C,default,7,LITHO_step_007,LITHO_06,0.276,1,1,current
28nm_DRAM_C,default,8,ETCH_step_008,ETCH_11,0.2692,1,1,current
28nm_DRAM_C,default,9,WET_step_009,WET_01,0.4678,100,1,current
28nm_DRAM_C,default,10,METRO_step_010,METRO_01,0.4373,1,1,current
28nm_DRAM_C,default,11,IMPL_step_011,IMPL_01,0.4312,100,1,current
28nm_DRAM_C,default,12,DIFF_step_012,DIFF_04,0.4438,100,1,current
28nm_DRAM_C,default,13,CMP_step_013,CMP_06,0.3262,1,1,current
28nm_DRAM_C,default,14,METRO_step_014,METRO_01,0.4289,1,1,current
28nm_DRAM_C,default,15,DEPO_step_015,DEPO_03,0.4368,1,1,current
28nm_DRAM_C,default,16,LITHO_step_016,LITHO_07,0.3228,1,1,current
28nm_DRAM_C,default,17,ETCH_step_017,ETCH_11,0.7001,1,1,current
28nm_DRAM_C,default,18,WET_step_018,WET_03,0.4611,100,1,current
28nm_DRAM_C,default,19,METRO_step_019,METRO_02,0.2798,1,1,current
28nm_DRAM_C,default,20,DEPO_step_020,DEPO_05,0.4871,1,1,current
28nm_DRAM_C,default,21,LITHO_step_021,LITHO_08,0.2986,1,1,current
28nm_DRAM_C,default,22,ETCH_step_022,ETCH_01,0.5065,1,1,current
28nm_DRAM_C,default,23,WET_step_023,WET_04,0.5663,1,1,current
28nm_DRAM_C,default,24,METRO_step_024,METRO_04,0.3127,1,1,current
28nm_DRAM_C,default,25,IMPL_step_025,IMPL_02,0.534,100,1,current
28nm_DRAM_C,default,26,DIFF_step_026,DIFF_04,0.4527,100,1,current
28nm_DRAM_C,default,27,CMP_step_027,CMP_06,0.5119,1,1,current
28nm_DRAM_C,default,28,METRO_step_028,METRO_01,0.7066,1,1,current
28nm_DRAM_C,default,29,DEPO_step_029,DEPO_06,0.3716,100,1,current
28nm_DRAM_C,default,30,LITHO_step_030,LITHO_01,0.319,1,1,current
28nm_DRAM_C,default,31,ETCH_step_031,ETCH_01,0.3063,1,1,current
28nm_DRAM_C,default,32,WET_step_032,WET_04,0.3132,1,1,current
28nm_DRAM_C,default,33,METRO_step_033,METRO_02,0.3909,1,1,current
28nm_DRAM_C,default,34,DEPO_step_034,DEPO_06,0.4431,1,1,current
28nm_DRAM_C,default,35,LITHO_step_035,LITHO_03,0.4346,1,1,current
28nm_DRAM_C,default,36,ETCH_step_036,ETCH_03,0.5127,1,1,current
28nm_DRAM_C,default,37,WET_step_037,WET_05,0.4016,25,1,current
28nm_DRAM_C,default,38,METRO_step_038,METRO_02,0.6186,1,1,current
28nm_DRAM_C,default,39,IMPL_step_039,IMPL_03,0.3695,25,1,current
28nm_DRAM_C,default,40,DIFF_step_040,DIFF_05,0.9046,25,1,current
28nm_DRAM_C,default,41,CMP_step_041,CMP_01,0.4826,1,1,current
28nm_DRAM_C,default,42,METRO_step_042,METRO_03,0.3093,1,1,current
28nm_DRAM_C,default,43,DEPO_step_043,DEPO_08,0.2901,25,1,current
28nm_DRAM_C,default,44,LITHO_step_044,LITHO_04,0.4623,1,1,current
28nm_DRAM_C,default,45,ETCH_step_045,ETCH_03,0.3741,1,1,current
28nm_DRAM_C,default,46,WET_step_046,WET_06,0.4955,1,1,current
28nm_DRAM_C,default,47,METRO_step_047,METRO_04,0.461,1,1,current
28nm_DRAM_C,default,48,DEPO_step_048,DEPO_09,0.3914,25,1,current
28nm_DRAM_C,default,49,LITHO_step_049,LITHO_05,0.3103,1,1,current
28nm_DRAM_C,default,50,ETCH_step_050,ETCH_04,0.2539,1,1,current
28nm_DRAM_C,default,51,WET_step_051,WET_01,0.3499,25,1,current
28nm_DRAM_C,default,52,METRO_step_052,METRO_02,0.5172,1,1,current
28nm_DRAM_C,default,53,IMPL_step_053,IMPL_05,0.4265,1,1,current
28nm_DRAM_C,default,54,DIFF_step_054,DIFF_06,0.2753,25,1,current
28nm_DRAM_C,default,55,CMP_step_055,CMP_02,0.4213,1,1,current
28nm_DRAM_C,default,56,METRO_step_056,METRO_03,0.449,1,1,current
28nm_DRAM_C,default,57,DEPO_step_057,DEPO_09,0.3068,1,1,current
28nm_DRAM_C,default,58,LITHO_step_058,LITHO_06,0.4189,1,1,current
28nm_DRAM_C,default,59,ETCH_step_059,ETCH_06,0.407,1,1,current
28nm_DRAM_C,default,60,WET_step_060,WET_02,0.2839,25,1,current
28nm_DRAM_C,default,61,METRO_step_061,METRO_03,0.4453,1,1,current
28nm_DRAM_C,default,62,DEPO_step_062,DEPO_01,0.4733,100,1,current
28nm_DRAM_C,default,63,LITHO_step_063,LITHO_06,0.5536,1,1,current
28nm_DRAM_C,default,64,ETCH_step_064,ETCH_07,0.5487,1,1,current
28nm_DRAM_C,default,65,WET_step_065,WET_02,0.2646,100,1,current
28nm_DRAM_C,default,66,METRO_step_066,METRO_01,0.3019,1,1,current
28nm_DRAM_C,default,67,IMPL_step_067,IMPL_05,0.4668,100,1,current
28nm_DRAM_C,default,68,DIFF_step_068,DIFF_07,0.4667,25,1,current
28nm_DRAM_C,default,69,CMP_step_069,CMP_04,0.4668,1,1,current
28nm_DRAM_C,default,70,METRO_step_070,METRO_01,1.2707,1,1,current
20nm_DRAM_A,default,1,DEPO_step_001,DEPO_02,0.4747,100,1,current
20nm_DRAM_A,default,2,LITHO_step_002,LITHO_08,0.5624,1,1,current
20nm_DRAM_A,default,3,ETCH_step_003,ETCH_07,0.5325,1,1,current
20nm_DRAM_A,default,4,WET_step_004,WET_04,0.4863,100,1,current
20nm_DRAM_A,default,5,METRO_step_005,METRO_03,0.3639,1,1,current
20nm_DRAM_A,default,6,DEPO_step_006,DEPO_03,0.5023,25,1,current
20nm_DRAM_A,default,7,LITHO_step_007,LITHO_01,0.3172,1,1,current
20nm_DRAM_A,default,8,ETCH_step_008,ETCH_09,0.3726,1,1,current
20nm_DRAM_A,default,9,WET_step_009,WET_04,0.3458,1,1,current
20nm_DRAM_A,default,10,METRO_step_010,METRO_04,0.4099,1,1,current
20nm_DRAM_A,default,11,IMPL_step_011,IMPL_02,0.801,100,1,current
20nm_DRAM_A,default,12,DIFF_step_012,DIFF_08,0.2284,100,1,current
20nm_DRAM_A,default,13,CMP_step_013,CMP_05,0.4914,1,1,current
20nm_DRAM_A,default,14,METRO_step_014,METRO_01,0.2466,1,1,current
20nm_DRAM_A,default,15,DEPO_step_015,DEPO_03,0.3472,25,1,current
20nm_DRAM_A,default,16,LITHO_step_016,LITHO_02,0.5545,1,1,current
20nm_DRAM_A,default,17,ETCH_step_017,ETCH_09,0.4078,1,1,current
20nm_DRAM_A,default,18,WET_step_018,WET_06,0.2895,100,1,current
20nm_DRAM_A,default,19,METRO_step_019,METRO_02,0.3227,1,1,current
20nm_DRAM_A,default,20,DEPO_step_020,DEPO_05,0.4905,25,1,current
20nm_DRAM_A,default,21,LITHO_step_021,LITHO_03,0.3213,1,1,current
20nm_DRAM_A,default,22,ETCH_step_022,ETCH_10,0.4268,1,1,current
20nm_DRAM_A,default,23,WET_step_023,WET_07,0.4055,100,1,current
20nm_DRAM_A,default,24,METRO_step_024,METRO_02,0.329,1,1,current
20nm_DRAM_A,default,25,IMPL_step_025,IMPL_02,0.761,25,1,current
20nm_DRAM_A,default,26,DIFF_step_026,DIFF_02,0.4838,1,1,current
20nm_DRAM_A,default,27,CMP_step_027,CMP_05,0.2179,1,1,current
20nm_DRAM_A,default,28,METRO_step_028,METRO_04,0.423,1,1,current
20nm_DRAM_A,default,29,DEPO_step_029,DEPO_05,0.328,1,1,current
20nm_DRAM_A,default,30,LITHO_step_030,LITHO_03,0.5166,1,1,current
20nm_DRAM_A,default,31,ETCH_step_031,ETCH_11,0.3154,1,1,current
20nm_DRAM_A,default,32,WET_step_032,WET_07,0.3865,1,1,current
20nm_DRAM_A,default,33,METRO_step_033,METRO_01,0.4654,1,1,current
20nm_DRAM_A,default,34,DEPO_step_034,DEPO_06,0.5186,25,1,current
20nm_DRAM_A,default,35,LITHO_step_035,LITHO_05,0.279,1,1,current
20nm_DRAM_A,default,36,ETCH_step_036,ETCH_12,0.3618,1,1,current
20nm_DRAM_A,default,37,WET_step_037,WET_02,0.3469,25,1,current
20nm_DRAM_A,default,38,METRO_step_038,METRO_02,0.3288,1,1,current
20nm_DRAM_A,default,39,IMPL_step_039,IMPL_03,0.6793,1,1,current
20nm_DRAM_A,default,40,DIFF_step_040,DIFF_02,0.4517,1,1,current
20nm_DRAM_A,default,41,CMP_step_041,CMP_01,0.274,1,1,current
20nm_DRAM_A,default,42,METRO_step_042,METRO_02,0.5268,1,1,current
20nm_DRAM_A,default,43,DEPO_step_043,DEPO_07,0.7561,100,1,current
20nm_DRAM_A,default,44,LITHO_step_044,LITHO_06,0.5452,1,1,current
20nm_DRAM_A,default,45,ETCH_step_045,ETCH_01,0.2536,1,1,current
20nm_DRAM_A,default,46,WET_step_046,WET_02,0.3459,1,1,current
20nm_DRAM_A,default,47,METRO_step_047,METRO_04,0.585,1,1,current
20nm_DRAM_A,default,48,DEPO_step_048,DEPO_08,0.3235,25,1,current
20nm_DRAM_A,default,49,LITHO_step_049,LITHO_07,0.457,1,1,current
20nm_DRAM_A,default,50,ETCH_step_050,ETCH_03,0.5046,1,1,current
20nm_DRAM_A,default,51,WET_step_051,WET_04,0.3029,100,1,current
20nm_DRAM_A,default,52,METRO_step_052,METRO_01,0.3929,1,1,current
20nm_DRAM_A,default,53,IMPL_step_053,IMPL_04,0.1513,100,1,current
20nm_DRAM_A,default,54,DIFF_step_054,DIFF_04,0.2942,25,1,current
20nm_DRAM_A,default,55,CMP_step_055,CMP_02,0.3708,1,1,current
20nm_DRAM_A,default,56,METRO_step_056,METRO_01,0.2751,1,1,current
20nm_DRAM_A,default,57,DEPO_step_057,DEPO_10,0.6527,100,1,current
20nm_DRAM_A,default,58,LITHO_step_058,LITHO_08,0.2605,1,1,current
20nm_DRAM_A,default,59,ETCH_step_059,ETCH_03,0.3505,1,1,current
20nm_DRAM_A,default,60,WET_step_060,WET_05,0.416,25,1,current
20nm_DRAM_A,default,61,METRO_step_061,METRO_02,0.6164,1,1,current
20nm_DRAM_A,default,62,DEPO_step_062,DEPO_01,0.26,1,1,current
20nm_DRAM_A,default,63,LITHO_step_063,LITHO_01,0.567,1,1,current
20nm_DRAM_A,default,64,ETCH_step_064,ETCH_05,0.4012,1,1,current
20nm_DRAM_A,default,65,WET_step_065,WET_06,0.298,100,1,current
20nm_DRAM_A,default,66,METRO_step_066,METRO_03,0.4595,1,1,current
20nm_DRAM_A,default,67,IMPL_step_067,IMPL_05,0.4246,1,1,current
20nm_DRAM_A,default,68,DIFF_step_068,DIFF_04,0.3341,25,1,current
20nm_DRAM_A,default,69,CMP_step_069,CMP_02,0.4085,1,1,current
20nm_DRAM_A,default,70,METRO_step_070,METRO_04,0.3563,1,1,current
20nm_DRAM_B,default,1,DEPO_step_001,DEPO_01,0.4139,25,1,current
20nm_DRAM_B,default,2,LITHO_step_002,LITHO_02,0.4879,1,1,current
20nm_DRAM_B,default,3,ETCH_step_003,ETCH_06,0.6437,1,1,current
20nm_DRAM_B,default,4,WET_step_004,WET_07,0.2759,25,1,current
20nm_DRAM_B,default,5,METRO_step_005,METRO_01,0.7585,1,1,current
20nm_DRAM_B,default,6,DEPO_step_006,DEPO_02,0.2227,25,1,current
20nm_DRAM_B,default,7,LITHO_step_007,LITHO_03,0.3822,1,1,current
20nm_DRAM_B,default,8,ETCH_step_008,ETCH_06,0.4772,1,1,current
20nm_DRAM_B,default,9,WET_step_009,WET_01,0.4352,25,1,current
20nm_DRAM_B,default,10,METRO_step_010,METRO_02,0.3318,1,1,current
20nm_DRAM_B,default,11,IMPL_step_011,IMPL_02,0.3758,25,1,current
20nm_DRAM_B,default,12,DIFF_step_012,DIFF_06,0.345,25,1,current
20nm_DRAM_B,default,13,CMP_step_013,CMP_03,0.3352,1,1,current
20nm_DRAM_B,default,14,METRO_step_014,METRO_04,0.5161,1,1,current
20nm_DRAM_B,default,15,DEPO_step_015,DEPO_03,0.4452,25,1,current
20nm_DRAM_B,default,16,LITHO_step_016,LITHO_04,0.3249,1,1,current
20nm_DRAM_B,default,17,ETCH_step_017,ETCH_08,0.5239,1,1,current
20nm_DRAM_B,default,18,WET_step_018,WET_01,0.4386,25,1,current
20nm_DRAM_B,default,19,METRO_step_019,METRO_01,0.5105,1,1,current
20nm_DRAM_B,default,20,DEPO_step_020,DEPO_05,0.4832,100,1,current
20nm_DRAM_B,default,21,LITHO_step_021,LITHO_04,0.3119,1,1,current
20nm_DRAM_B,default,22,ETCH_step_022,ETCH_09,0.3381,1,1,current
20nm_DRAM_B,default,23,WET_step_023,WET_02,0.5005,100,1,current
20nm_DRAM_B,default,24,METRO_step_024,METRO_01,0.4804,1,1,current
20nm_DRAM_B,default,25,IMPL_step_025,IMPL_03,0.3975,100,1,current
20nm_DRAM_B,default,26,DIFF_step_026,DIFF_06,0.4143,1,1,current
20nm_DRAM_B,default,27,CMP_step_027,CMP_05,0.5868,1,1,current
20nm_DRAM_B,default,28,METRO_step_028,METRO_02,0.335,1,1,current
20nm_DRAM_B,default,29,DEPO_step_029,DEPO_06,0.4713,1,1,current
20nm_DRAM_B,default,30,LITHO_step_030,LITHO_05,0.3765,1,1,current
20nm_DRAM_B,default,31,ETCH_step_031,ETCH_10,0.3747,1,1,current
20nm_DRAM_B,default,32,WET_step_032,WET_04,0.5562,25,1,current
20nm_DRAM_B,default,33,METRO_step_033,METRO_03,0.5124,1,1,current
20nm_DRAM_B,default,34,DEPO_step_034,DEPO_07,0.5106,25,1,current
20nm_DRAM_B,default,35,LITHO_step_035,LITHO_07,0.5918,1,1,current
20nm_DRAM_B,default,36,ETCH_step_036,ETCH_11,0.4025,1,1,current
20nm_DRAM_B,default,37,WET_step_037,WET_05,0.4908,25,1,current
20nm_DRAM_B,default,38,METRO_step_038,METRO_01,0.3644,1,1,current
20nm_DRAM_B,default,39,IMPL_step_039,IMPL_03,0.4409,25,1,current
20nm_DRAM_B,default,40,DIFF_step_040,DIFF_07,0.3847,100,1,current
20nm_DRAM_B,default,41,CMP_step_041,CMP_05,0.4118,1,1,current
20nm_DRAM_B,default,42,METRO_step_042,METRO_02,0.4782,1,1,current
20nm_DRAM_B,default,43,DEPO_step_043,DEPO_07,0.3129,100,1,current
20nm_DRAM_B,default,44,LITHO_step_044,LITHO_07,0.7493,1,1,current
20nm_DRAM_B,default,45,ETCH_step_045,ETCH_11,0.2958,1,1,current
20nm_DRAM_B,default,46,WET_step_046,WET_05,0.2779,1,1,current
20nm_DRAM_B,default,47,METRO_step_047,METRO_02,0.5662,1,1,current
20nm_DRAM_B,default,48,DEPO_step_048,DEPO_08,0.5072,100,1,current
20nm_DRAM_B,default,49,LITHO_step_049,LITHO_08,0.4824,1,1,current
20nm_DRAM_B,default,50,ETCH_step_050,ETCH_12,0.483,1,1,current
20nm_DRAM_B,default,51,WET_step_051,WET_06,0.3985,25,1,current
20nm_DRAM_B,default,52,METRO_step_052,METRO_03,0.3056,1,1,current
20nm_DRAM_B,default,53,IMPL_step_053,IMPL_04,0.4092,25,1,current
20nm_DRAM_B,default,54,DIFF_step_054,DIFF_01,0.3265,25,1,current
20nm_DRAM_B,default,55,CMP_step_055,CMP_06,0.5359,1,1,current
20nm_DRAM_B,default,56,METRO_step_056,METRO_04,0.3827,1,1,current
20nm_DRAM_B,default,57,DEPO_step_057,DEPO_09,0.3123,25,1,current
20nm_DRAM_B,default,58,LITHO_step_058,LITHO_01,0.3632,1,1,current
20nm_DRAM_B,default,59,ETCH_step_059,ETCH_01,0.4528,1,1,current
20nm_DRAM_B,default,60,WET_step_060,WET_01,0.3378,100,1,current
20nm_DRAM_B,default,61,METRO_step_061,METRO_02,0.3126,1,1,current
